revisionUrl,label
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=1025205587","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=960947289","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_Islamic_Jihad&oldid=731980777","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1190029874","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=670467803","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=851654250","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=800088444","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_war_crimes&oldid=1180856673","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=62325730","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1201128175","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_Islamic_Jihad&oldid=989661048","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=683065928","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=718565151","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1192236041","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=572286899","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hamas&oldid=1199085196","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_hostage_crisis&oldid=1210285613","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=712217639","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1190828598","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1179536301","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1197924470","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1196392889","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1199268029","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Gaza_Strip_healthcare_collapse&oldid=1203748637","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=611965323","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=1024186320","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=1170583745","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=1074528789","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1189848539","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli%E2%80%93Palestinian_conflict&oldid=1193826214","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=830429666","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1200832563","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Egypt%E2%80%93Israel_border_shooting_incident&oldid=1163643265","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1209698071","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=762646247","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=986986790","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=1032866008","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Yom_Kippur_War&oldid=1165154488","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1210762549","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1187253592","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=1155905503","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hajji_Tower_airstrike&oldid=1179680681","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1193751004","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=986350501","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=874047987","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1210165906","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=414611204","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=874828057","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=757924050","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=856831815","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israeli_blockade_of_the_Gaza_Strip&oldid=1192421021","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1198611429","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=821043310","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1195775881","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=1062554673","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Casualties_of_the_Israel%E2%80%93Hamas_war&oldid=1185986381","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Allegations_of_genocide_in_the_2023_Israeli_attack_on_Gaza&oldid=1210665658","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=995399388","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=714545252","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1181587899","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=322239405","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)&oldid=1194738359","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Yom_Kippur_War&oldid=1114320705","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=1179295580","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Casualties_of_the_Israel%E2%80%93Hamas_war&oldid=1199005395","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip&oldid=1188137316","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=697937640","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1211153080","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1210683474","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1193335353","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Governance_of_the_Gaza_Strip&oldid=1179503111","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=979287644","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1180125273","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=581302418","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=732030266","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=489414442","DOES NOT AFFECT npov"
