revisionUrl,label
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=1025205587","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=960947289","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_Islamic_Jihad&oldid=731980777","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1190029874","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=670467803","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=851654250","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=800088444","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_war_crimes&oldid=1180856673","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=62325730","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1201128175","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_Islamic_Jihad&oldid=989661048","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=683065928","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=718565151","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1192236041","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=572286899","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hamas&oldid=1199085196","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_hostage_crisis&oldid=1210285613","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=712217639","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1190828598","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1179536301","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1197924470","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1196392889","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1199268029","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Gaza_Strip_healthcare_collapse&oldid=1203748637","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=611965323","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=1024186320","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=1170583745","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=1074528789","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1189848539","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli%E2%80%93Palestinian_conflict&oldid=1193826214","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Palestine_(region)&oldid=830429666","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1200832563","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Egypt%E2%80%93Israel_border_shooting_incident&oldid=1163643265","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1209698071","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=762646247","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=986986790","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=1032866008","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Yom_Kippur_War&oldid=1165154488","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1210762549","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1187253592","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=1155905503","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hajji_Tower_airstrike&oldid=1179680681","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1193751004","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=986350501","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=874047987","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1210165906","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=414611204","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=International_law_and_Israeli_settlements&oldid=874828057","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=757924050","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=856831815","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israeli_blockade_of_the_Gaza_Strip&oldid=1192421021","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1198611429","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=821043310","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1195775881","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=1062554673","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Casualties_of_the_Israel%E2%80%93Hamas_war&oldid=1185986381","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Allegations_of_genocide_in_the_2023_Israeli_attack_on_Gaza&oldid=1210665658","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=995399388","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=714545252","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1181587899","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=322239405","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)&oldid=1194738359","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Yom_Kippur_War&oldid=1114320705","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_settler_violence&oldid=1179295580","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Casualties_of_the_Israel%E2%80%93Hamas_war&oldid=1199005395","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip&oldid=1188137316","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=697937640","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1211153080","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1210683474","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1193335353","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Governance_of_the_Gaza_Strip&oldid=1179503111","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=979287644","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1180125273","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=581302418","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=732030266","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=489414442","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_National_Authority&oldid=664389747","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=13410457","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=1184309565","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1189916534","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Jabalia_refugee_camp_airstrikes_(2023%E2%80%932024)&oldid=1179491041","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_evacuations&oldid=1188051106","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Allegations_of_genocide_in_the_2023_Israeli_attack_on_Gaza&oldid=1210261173","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_hostage_crisis&oldid=1187241448","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israel%E2%80%93Hamas_ceasefire&oldid=1187194099","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=960928729","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=791390716","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=897975426","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1191372648","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1206823363","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1201204859","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1206019709","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israel%E2%80%93Hamas_ceasefire&oldid=1187761117","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Saudi_Arabia_relations&oldid=811694812","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=769839574","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hamas&oldid=1188661454","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Gaza_Strip_healthcare_collapse&oldid=1199261970","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_films_and_television_shows_shot_in_Northern_California&oldid=1164789057","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=1011845995","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1184740156","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Siege_of_Gaza_City&oldid=1183355147","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Jabalia_refugee_camp_airstrikes_(2023%E2%80%932024)&oldid=1182890082","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel&oldid=1211788630","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israel%E2%80%93Hamas_ceasefire&oldid=1188280394","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1193076869","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=330066285","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Palestinian_Islamic_Jihad&oldid=624392812","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1187729348","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli%E2%80%93Palestinian_conflict&oldid=1124070145","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1181787715","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=1024757611","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blockade_of_the_Gaza_Strip&oldid=1046493797","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=776817062","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israeli_blockade_of_the_Gaza_Strip&oldid=1179528660","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=763056698","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=1095475338","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Attacks_on_health_facilities_during_the_Israel%E2%80%93Hamas_war&oldid=1205113251","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel_Defense_Forces&oldid=1183321901","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=32452592","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_Malaysian_electoral_districts&oldid=841003618","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=952693295","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1211404457","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1182472474","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1182454645","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Killing_of_journalists_in_the_Israel%E2%80%93Hamas_war&oldid=1190642486","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=War_crimes_in_the_Israel%E2%80%93Hamas_war&oldid=1207809180","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1192546745","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1205440339","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1190135171","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=911528500","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=762793924","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Siege_of_Gaza_City&oldid=1185676304","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1209019531","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1211079616","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_hostage_crisis&oldid=1186327910","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)&oldid=1197637168","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)&oldid=1207488206","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blockade_of_the_Gaza_Strip&oldid=1180543073","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1204778681","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli%E2%80%93Palestinian_conflict&oldid=1177797765","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=290834397","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1198091080","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=882003515","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1188295312","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Gaza_Strip_healthcare_collapse&oldid=1193675573","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1180177519","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=2023_Hamas-led_attack_on_Israel&oldid=1190051319","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1208696371","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Arab%E2%80%93Israeli_conflict&oldid=1188423472","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1197289673","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Be%27eri_massacre&oldid=1180355948","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Netiv_HaAsara_massacre&oldid=1198021306","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_evacuations&oldid=1188153552","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1189609348","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli-occupied_territories&oldid=1150422453","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1192219238","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel&oldid=1190605854","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1192898294","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1189935360","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=New_South_Wales_Premier%27s_Literary_Awards&oldid=668598113","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Governance_of_the_Gaza_Strip&oldid=1032210193","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Kfar_Aza_massacre&oldid=1180130097","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1206797906","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Allegations_of_genocide_in_the_2023_Hamas_attack_on_Israel&oldid=1190918434","INCREASES npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Israeli%E2%80%93Palestinian_conflict_in_2023&oldid=1176848082","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1211435054","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Egypt%E2%80%93Israel_border_shooting_incident&oldid=1158354369","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Governance_of_the_Gaza_Strip&oldid=1142239902","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)&oldid=1195336629","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hamas&oldid=1186509992","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1211621011","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Hey_Mercedes&oldid=205871651","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1211430975","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=2023_Israeli_blockade_of_the_Gaza_Strip&oldid=1179327710","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel&oldid=1184820769","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli%E2%80%93Palestinian_conflict&oldid=1179159076","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blockade_of_the_Gaza_Strip&oldid=864752563","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1183819586","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Governance_of_the_Gaza_Strip&oldid=281727944","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_humanitarian_crisis_(2023%E2%80%93present)&oldid=1189727528","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1210956369","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_evacuations&oldid=1184220773","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Blowup&oldid=812050708","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_incursions_in_the_West_Bank_during_the_Israel%E2%80%93Hamas_war&oldid=1209478247","DECREASES npov"
"https://en.wikipedia.org/w/index.php?title=Sexual_and_gender-based_violence_in_the_7_October_attack_on_Israel&oldid=1187694380","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Saudi_Arabia_relations&oldid=668906684","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war_protests&oldid=1189243459","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Quebec_%E2%80%93_New_England_Transmission&oldid=495275960","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_war_crimes&oldid=1180191698","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Donna_Hylton&oldid=866087044","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=List_of_films_and_television_shows_shot_in_Northern_California&oldid=1074626118","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Timeline_of_the_Gaza_Strip_healthcare_collapse&oldid=1190367402","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)&oldid=1195237447","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Jabalia_refugee_camp_airstrikes_(2023%E2%80%932024)&oldid=1183131209","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Israel%E2%80%93Hamas_war&oldid=1204772157","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Bar_Lev_Line&oldid=11415750","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Gaza_Strip_famine&oldid=1208970409","DOES NOT AFFECT npov"
"https://en.wikipedia.org/w/index.php?title=Al-Ahli_Arab_Hospital_explosion&oldid=1181717357","DOES NOT AFFECT npov"
